ADOPT,Adoption_1,Adoption_2,Adoption_3,AFFECT,Affect_1,Affect_2,Affect_3,Affect_4,Affect_5,Affect_6,AGE,AROUSAL,Arousal_1,Arousal_2,Arousal_3,Arousal_4,Arousal_5,Arousal_6,ATTITUDE,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Browser,BrowserCode_Safari,BrowserCode_SafariIphone,BrowserVersion,Clicks_High,Clicks_Low,comm1,comm2,comm3,comm4,comm5,comm6,COMMENTBOX,COMMUNCATION,control1,control2,control3,control4,control5,CONTROL,COURSES,DOMINANCE,Dominance_1,Dominance_2,Dominance_3,Dominance_4,Dominance_5,Dominance_6,DURATION_BOOK,DURATION_SURVEY,EASE,Ease_1,Ease_2,Ease_3,Ease_4,education,efficacy1,efficacy2,efficacy3,EFFICACY,EndDate,FlashVersion,Hours_Dig,Hours_Int,Hours_Read,Income,INT_MANIP,INTLEVEL,involve1,involve2,involve3,involve4,INVOLVEMENT,IPAD,iPAD_D,IPAddress,Java,KINDLE,Kindle_D,know1,know2,Native,num_books,OperatingSystem,PERCINT,PLEASURE,Pleasure_1,Pleasure_2,Pleasure_3,Pleasure_4,Pleasure_5,Pleasure_6,PRIOR_KNOW,PU_PRINT,pup1,pup2,pup3,QualtricsID,RAttitude_1,RAttitude_2,RAttitude_3,RAttitude_4,READATTITUDE,Resolution,RISK,Risk_1,Risk_2,Risk_3,Risk_4,SEX,StartDate,StudyID,SurveyLength,SYNCH,Synchronic1,Synchronic2,Synchronic3,Synchronic4,Synchronic5,Think_Book,Think_Stud,TimeFirst_High,TimeFirst_Low,TimeLast_High,TimeLast_Low,TimeSubmit_High,TimeSubmit_Low,USEFUL,Usefulness_1,Usefulness_2,Usefulness_3,Usefulness_4,UserAgent,VIVID,Vividness_1,Vividness_2,Vividness_3,year_born,DigitalNative,INVOLVEMENT_Involvement_binned,PERCINT_Involvement_binned,READATTITUDE_Involvement_binned,RISK_Involvement_binned,INVOLVEMENT_bin,PERCINT_bin,READATTITUDE_bin,RISK_bin
7,7,7,7,7,7,7,7,7,7,7,53,6.66666666666667,7,7,7,5,7,7,7,7,7,7,7,MSIE,0,0,8, ,2,7,4,4,7,1,7, ,4.6,7,7,4,7,7,6.4,20,7,7,7,7,7,7,7,237.156,.27555555,7,7,7,7,7,3,7,7,7,7,11/28/2011,11.1.102.55,3,1,3,1,7,0,7,7,7,7,7,0,0,67.161.169.183,1,0,0,1,1,1,0,Windows NT 5.1,1.68677971022222,7,7,7,7,7,7,7,1,5,5,5,5,R_1XP2HpDYaVKm2Co,7,7,7,7,7,1280x800,1,1,1,1,1,0,11/28/2011,327,0:16:31,5.8,7,7,7,7,1,it is very good.,none, ,4.875, ,242.031, ,242.031,7,7,7,7,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SearchToolbar 1.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; IE0006_ver1;EN_US),7,7,7,7,1958,0,2,3,2,1,2,3,2,1
5,5,4,6,4.16666666666667,5,2,7,5,3,3,60,5,7,4,4,4,7,4,7,7,7,7,7,MSIE,0,0,8, ,2,5,7,7,6,7,7, ,6.4,7,7,7,7,7,7,20,4.5,6,6,6,4,4,1,253.891,.32694444,7,7,7,7,7,3,5,7,7,6.33333333333333,11/28/2011,10.3.183.5,2,28,6,2,6,0,3,7,4,7,5.25,0,0,99.68.123.92,1,0,0,2,2,1,15,Windows NT 5.1,1.57566859911111,5.66666666666667,5,6,6,6,4,7,2,7,7,7,7,R_5Bd93AAA03Bk4ao,7,7,7,7,7,1280x720,1,1,1,1,1,0,11/28/2011,324,0:19:36,6.8,7,6,7,7,7,like it very much,none, ,13.031, ,266.921999999999, ,266.922,7,7,7,7,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; FunWebProducts; SearchToolbar 1.2; GTB7.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),5.33333333333333,5,5,6,1951,0,2,3,2,1,2,3,2,1
6.66666666666667,7,6,7,6.5,7,7,7,6,6,6,49,6.16666666666667,7,7,4,5,7,7,7,7,7,7,7, ,0,0, ,2, ,7,7,6,6,6,7,2,6.4,7,7,7,7,7,7,4,6.83333333333333,7,6,7,7,7,7,271.663,.38194445,5.5,7,2,6,7,3,7,7,7,7,11/28/2011, ,0,1,2,6,7,1,5,6,4,4,4.75,0,0,108.73.188.224, ,0,0,1,1,1,0, ,1.85344637688889,6.33333333333333,7,6,7,6,6,6,1,7,7,7,7,R_djteu1FKcVtifmQ,7,7,7,7,7, ,1,1,1,1,1,0,11/28/2011,25,0:22:54,6.8,7,7,7,7,6,It is a great way to read and learn about different subject.,none,5.786, ,277.447, ,277.449, ,7,7,7,7,7, ,7,7,7,7,1962,0,2,3,2,1,2,3,2,1
5.33333333333333,5,4,7,5.5,7,5,6,6,5,4,59,5.33333333333333,5,7,4,4,7,5,7,7,7,7,7,MSIE,0,0,9, ,2,7,7,1,7,1,7, ,4.6,7,7,1,7,7,5.8,3,5.83333333333333,6,5,7,5,5,7,291.152,.24611111,7,7,7,7,7,3,7,7,4,6,11/29/2011,11.0.1.152,0,10,0,4,7,0,4,6,7,3,5,0,0,67.246.55.46,1,0,0,1,1,1,0,Windows NT 6.1,1.93677971022222,7,7,7,7,7,7,7,1,6.66666666666667,7,6,7,R_da1EwmqfZKyvjH6,7,7,7,7,7,1680x1050,1,1,1,1,1,0,11/29/2011,392,0:14:46,5.8,7,7,7,7,1,it was great to learm something new,none, ,4.314, ,295.464, ,295.466,7,7,7,7,7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; OfficeLiveConnector.1.5; OfficeLivePatch.1.3; .NET4.0C; MS-RTC LM 8; BRI/1; MSSDMC2.5.2219.1),6.66666666666667,7,6,7,1952,0,2,3,2,1,2,3,2,1
6.66666666666667,7,6,7,6.33333333333333,7,6,7,5,6,7,64,5.66666666666667,7,6,4,4,7,6,6.75,7,6,7,7,MSIE,0,0,8, ,2,7,6,7,7,7,6, ,6.8,7,7,7,7,6,6.8,15,3,2,1,5,2,6,2,314.172,.33333334,6.75,7,7,6,7,3,7,7,7,7,11/29/2011,10.3.181.23,6,20,10,2,7,0,7,6,7,5,6.25,0,0,72.81.227.244,1,1,1,6,5,1,24,Windows NT 5.1,1.65900193244444,6.16666666666667,6,7,6,5,7,6,5.5,6.33333333333333,6,7,6,R_cI6OuWs4UTwG20c,7,6,7,7,6.75,1024x768,1.25,1,1,2,1,0,11/29/2011,429,0:20:00,6.8,7,7,6,7,7,I thought the book was entertaining and had alot of information and pictures about Australia. It was enjoyable reading the book.,The study had an interesting topic., ,7.14, ,321.171999999999, ,321.312,6.75,7,7,6,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; Windows-Media-Player/10.00.00.3990; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.3),6.66666666666667,7,6,7,1947,0,2,3,2,1,2,3,2,1
6.33333333333333,7,6,6,6,7,6,6,6,6,5,48,6.33333333333333,7,7,5,5,7,7,7,7,7,7,7,MSIE,0,0,8,2, ,6,6,6,7,6,6,2,6.2,6,7,7,6,5,6.2,30,4.5,7,5,6,1,4,4,337.344,.51055557,7,7,7,7,7,3,7,7,6,6.66666666666667,11/29/2011,11.1.102.55,0,15,10,2,6,1,6,7,4,4,5.25,0,0,173.171.6.239,1,0,0,4,3,1,5,Windows NT 5.1,1.464557488,7,7,7,7,7,7,7,3.5,7,7,7,7,R_b1TAAGKTTyfLBVa,7,7,7,7,7,1152x864,1,1,1,1,1,1,11/29/2011,135,0:30:38,6.8,6,7,7,7,7,"would love to own one, looking at getting one in the near furture",I liked it was very informative and creative,7.609, ,344.953, ,344.953, ,7,7,7,7,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SearchToolbar 1.1; GTB7.1; .NET CLR 1.1.4322; BO1IE8_v1;ENUS; 96790094703; ver:2.02300),6,6,6,6,1963,0,2,3,2,1,2,3,2,1
4.33333333333333,3,3,7,5.5,7,5,5,6,6,4,59,3.66666666666667,1,1,4,4,7,5,7,7,7,7,7,MSIE,0,0,9,2, ,7,7,7,7,7,7,2,7,7,7,7,7,7,7,48,3.66666666666667,7,1,4,1,5,4,591.007,.6919444,7,7,7,7,7,4,7,7,7,7,11/29/2011,11.1.102.55,2,30,5,3,6,1,4,7,3,6,5,0,0,184.32.209.46,1,0,0,1,1,1,8,Windows NT 6.1,1.93677971022222,7,7,7,7,7,7,7,1,7,7,7,7,R_0vmbXaH7Xlk1Odu,7,7,7,7,7,1093x614,1,1,1,1,1,1,11/29/2011,93,0:41:31,7,7,7,7,7,7,It was written with very positive comments to motivate people to want to visit Australia.  It was easy to click on the different pages to get information.,No,7.973, ,598.977, ,598.98, ,6.75,7,7,7,6,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/1; .NET4.0C; BRI/2),6.33333333333333,5,7,7,1952,0,2,3,2,1,2,3,2,1
7,7,7,7,6.33333333333333,7,6,7,6,6,6,55,5.66666666666667,7,6,4,4,7,6,7,7,7,7,7,MSIE,0,0,9,2, ,5,6,6,6,6,7,2,5.8,7,7,7,6,7,6.8,6,6.16666666666667,7,7,7,4,6,6,764.553,.60888886,7,7,7,7,7,3,6,7,7,6.66666666666667,12/2/2011,11.1.102.55,1,20,3,1,7,1,6,7,6,6,6.25,0,0,50.51.137.223,1,0,0,1,1,1,15,Windows NT 6.1,1.49233526577778,6,6,6,5,6,6,7,1,6,6,5,7,R_5mpmfxqW0y1lk1K,7,7,7,7,7,1680x1050,1,1,1,1,1,0,12/2/2011,267,0:36:32,6.4,4,7,7,7,7,"I liked it ,made me want to go out and get one.",It gave me a good look a digital book. I hope I help in your study.,12.888, ,777.438, ,777.441, ,7,7,7,7,7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; OfficeLiveConnector.1.5; OfficeLivePatch.1.3; .NET4.0C; BRI/2; AskTbORJ/5.13.1.18107),7,7,7,7,1956,0,2,3,2,1,2,3,2,1
7,7,7,7,7,7,7,7,7,7,7,51,5,1,7,7,7,7,1,7,7,7,7,7, ,0,0, ,2, ,7,7,7,7,7,7,2,7,7,7,7,7,7,7,0,6,7,1,7,7,7,7,947.682,.8433333,7,7,7,7,7,3,7,7,7,7,11/28/2011, ,0,3,0,4,4,1,1,7,4,7,4.75,0,0,74.226.80.155, ,0,0,1,1,1,0, ,1.60344637688889,7,7,7,7,7,7,7,1,5.66666666666667,6,7,4,R_0TDjyvAZuROyOI4,7,7,7,7,7, ,1,1,1,1,1,0,11/28/2011,12,0:50:35,5.8,4,7,4,7,7,It's was nice, ,18.91, ,966.588999999999, ,966.592, ,7,7,7,7,7, ,5,7,1,7,1960,0,2,3,2,1,2,3,2,1
7,7,7,7,7,7,7,7,7,7,7,61,6,7,7,4,4,7,7,7,7,7,7,7,MSIE,0,0,8, ,2,7,7,7,7,7,7, ,7,7,7,7,7,7,7,4,3.16666666666667,4,1,4,2,4,4,1042.102,.87027776,7,7,7,7,7,3,7,7,7,7,11/28/2011,11.1.102.55,6,6,15,3,7,0,7,7,7,7,7,1,1,98.148.237.170,1,0,0,4,4,1,6,Windows NT 6.1,1.93677971022222,7,7,7,7,7,7,7,4,7,7,7,7,R_doGFH42uORXSAPq,7,7,7,7,7,1140x641,1,1,1,1,1,1,11/28/2011,330,0:52:13,7,7,7,7,7,7,"the book was great, i would download this digital book immediately",user friendly, ,9.737, ,1051.839, ,1051.839,7,7,7,7,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),7,7,7,7,1950,0,2,3,2,1,2,3,2,1
7,7,7,7,7,7,7,7,7,7,7,33,4.66666666666667,1,7,4,4,6,6,7,7,7,7,7,MSIE,0,0,9,2, ,7,7,7,6,6,7,2,6.6,7,7,7,7,7,7,15,2.83333333333333,4,1,1,6,4,1,153.734,.4422222,7,7,7,7,7,3,7,7,7,7,11/29/2011,11.1.102.55,3,10,2,1,7,1,7,7,7,7,7,0,0,75.142.199.82,1,0,0,7,7,1,4,Windows NT 6.1,1.85344637688889,6,6,6,6,6,6,6,7,7,7,7,7,R_7VfBwxr3wn0pCyU,6,6,6,6,6,1366x768,7,7,7,7,7,1,11/29/2011,79,0:26:31,5.8,7,7,7,7,1,it was a very nice book and i really enjoyed it,no,7.167, ,160.899, ,160.901, ,7,7,7,7,7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MAEM; .NET4.0C; FunWebProducts; BOIE9;ENUS),7,7,7,7,1978,0,2,3,2,2,2,3,2,2
7,7,7,7,7,7,7,7,7,7,7,48,7,7,7,7,7,7,7,7,7,7,7,7,Firefox,0,0,7.0.1, ,2,7,7,1,7,1,7, ,4.6,7,7,1,7,7,5.8,2,7,7,7,7,7,7,7,215.829,.36166668,7,7,7,7,7,3,7,7,7,7,11/28/2011,10.1.85,10,24,5,3,7,0,7,7,7,7,7,0,0,108.89.169.68,0,1,1,3,3,1,2,rv:7.0.1,1.93677971022222,7,7,7,7,7,7,7,3,7,7,7,7,R_cu1Ho4Ncf8FCDK4,7,7,7,7,7,1366x768,7,7,7,7,7,0,11/28/2011,355,0:21:42,5.8,7,7,7,7,1,"I, do like it a lot, because, the pictures are more clear and make everything more interesting","yes, makes all more important, because when visiting another country, in this case Australia, it help us to choose what we want to visit and to know what we expect and what we can do in case of emergencies.", ,4.926, ,220.751999999999, ,220.755,7,7,7,7,7,Mozilla/5.0 (Windows NT 6.0; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,7,7,7,7,1963,0,2,3,2,2,2,3,2,2
5,6,4,5,4,4,4,4,4,4,4,22,4,4,4,4,4,4,4,5,5,5,5,5,MSIE,0,0,9, ,2,5,5,4,6,3,4, ,4.6,4,4,4,4,4,4,2,4.16666666666667,3,5,5,3,5,4,26.29,.22472222,5.5,7,5,5,5,3,7,7,7,7,12/2/2011,11.0.1.152,1,15,1,6,6,0,1,1,1,1,1,0,0,138.210.35.98,1,0,0,1,1,0,3,Windows NT 6.0,-.729886956444444,4,4,4,4,4,4,4,1,1,1,1,1,R_d7sjm01PwWhE9rC,1,1,1,1,1,1280x800,1,1,1,1,1,1,12/2/2011,551,0:13:28,4,4,4,4,4,4,"Cool graphics, Australia doesn't personally interest me at all though =(", , ,5.416, ,31.702, ,31.706,4.25,5,5,3,4,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C),5.33333333333333,5,5,6,1989,1,1,1,1,1,1,1,1,1
1,1,1,1,4.33333333333333,5,5,4,5,4,3,22,4.16666666666667,5,5,4,3,4,4,4.75,5,4,5,5,MSIE,0,0,9, ,2,4,4,3,4,3,4, ,3.6,4,7,6,5,5,5.4,64,4.66666666666667,5,4,5,4,6,4,34.802,.3211111,6.25,7,6,6,6,4,6,6,7,6.33333333333333,11/30/2011,11.1.102.55,14,84,14,4,5,0,3,5,4,4,4,0,0,169.234.115.254,1,0,0,1,1,0,0,Windows NT 6.1,-.285442512,5,5,5,5,5,5,5,1,1,1,1,1,R_4UwRw2brX1C22e8,1,1,1,1,1,1920x1200,2.5,2,2,2,4,0,11/30/2011,475,0:19:15,5,5,5,5,5,5,Better than regular books, , ,2.425, ,37.226, ,37.227,5.25,6,5,5,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; BRI/1),5.33333333333333,5,6,5,1989,1,1,1,1,1,1,1,1,1
4,4,4,4,4.33333333333333,5,4,4,5,4,4,24,4.16666666666667,4,5,4,4,4,4,5,5,5,5,5,MSIE,0,0,8,2, ,3,3,4,4,4,4,2,3.6,4,6,7,4,5,5.2,14,4.33333333333333,4,3,5,5,4,5,36.391,.16638888,4,6,2,2,6,4,4,4,4,4,12/1/2011,10.0.32.18,1,10,3,6,6,1,4,4,4,4,4,0,0,76.175.37.19,1,0,0,3,3,0,0,Windows NT 5.1,-.674331400888889,5,5,5,5,5,5,5,3,4,4,4,4,R_9yogX8oHTn2V10E,5,5,5,5,5,1024x768,1,1,1,1,1,1,12/1/2011,213,0:09:58,5.2,4,6,5,4,7,it was good, ,6.5, ,42.891, ,42.891, ,4.25,4,4,4,5,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.2; .NET CLR 1.1.4322),6,7,6,5,1987,1,1,1,1,1,1,1,1,1
3,1,1,7,4.66666666666667,5,5,5,5,3,5,22,3.66666666666667,3,2,4,4,5,4,5,5,5,5,5, ,0,0, , ,3,3,1,5,5,5,5, ,3.8,5,6,5,6,5,5.4,8,4.33333333333333,4,5,6,4,4,3,44.296,.23527777,6.75,7,7,6,7,3,7,7,7,7,12/1/2011, ,0,7,0,1,3,0,4,4,4,4,4,0,0,205.155.154.125, ,0,0,1,1,0,0, ,-.340998067555556,5.83333333333333,5,6,6,7,5,6,1,5.33333333333333,5,6,5,R_aWusfYNVkn9KOuo,1,3,2,3,2.25, ,1,1,1,1,1,0,12/1/2011,524,0:14:06,5.4,5,5,5,5,7,"I think that it should have links in the table of contents, rather than only putting links to each page", , ,3.455, ,47.746, ,47.751,5.25,5,6,5,5, ,4.66666666666667,5,5,4,1989,1,1,1,1,1,1,1,1,1
1.33333333333333,1,1,2,1.66666666666667,1,1,2,3,2,1,21,3,3,2,5,3,3,2,5,4,4,5,7, ,0,0, ,2, ,2,3,4,2,1,2,2,2.4,3,5,4,3,5,4,12,1.83333333333333,2,2,2,3,1,1,55.174,.30333334,5.5,5,7,3,7,3,7,7,6,6.66666666666667,12/1/2011, ,3,12,4,4,1,1,2,4,2,4,3,0,0,71.137.247.62, ,1,1,1,2,0,15, ,-1.86877584533333,3.33333333333333,4,3,3,3,5,2,1.5,5.33333333333333,6,5,5,R_8v7r70nUvpaOYOE,4,4,4,4,4, ,2,2,1,2,3,0,12/1/2011,235,0:18:12,3.4,3,5,3,3,3,Easier to use than average book.,No.,5.246, ,60.416, ,60.42, ,4.5,5,5,4,4, ,4.33333333333333,6,5,2,1990,1,1,1,1,1,1,1,1,1
5,1,7,7,3,1,3,2,2,5,5,20,1.83333333333333,3,2,2,2,1,1,4.5,4,5,4,5,Chrome,0,0,15.0.874.121,2, ,2,1,3,1,3,3,2,2,7,6,6,4,4,5.4,15,4.16666666666667,6,4,5,4,3,3,62.265,.22055556,6.5,7,7,6,6,3,7,7,7,7,11/29/2011,11.1.102,2,50,7,3,5,1,1,3,2,3,2.25,0,0,67.161.18.188,1,0,0,1,1,0,2,WOW64,-1.47988695644444,3.66666666666667,4,5,5,4,3,1,1,3,5,2,2,R_cSUUreyamJiR7ms,1,4,2,5,3,1366x768,1.5,1,1,1,3,0,11/29/2011,91,0:13:14,4.6,6,3,4,3,7,"It appeared very bland. The pure white background gave it a very unprofessional look, and in a way made me want to doubt the truth or legitimacy of the passage. /  / It also seemed to have a lot of random opinions in the book. Rather than giving any proof of the information, the information about Africa seemed very ""excited"" and personal. It felt very less like an informational read, and much more like a story-telling. /",Nope.,2.588, ,64.851, ,64.853, ,5,5,6,4,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",2.33333333333333,2,2,3,1991,1,1,1,1,1,1,1,1,1
3.66666666666667,4,3,4,3.5,5,3,3,3,3,4,20,3.83333333333333,5,3,4,3,4,4,5,5,5,5,5,Safari,1,0,5.1.1, ,2,3,3,5,5,5,5, ,4.2,5,6,6,6,4,5.4,15,4.33333333333333,4,4,5,4,4,5,70.039,.21222222,5,5,5,5,5,3,6,6,6,6,12/1/2011,10.1.102,5,30,10,2,6,0,3,6,3,6,4.5,0,0,96.63.244.137,1,0,0,3,3,0,3,Intel Mac OS X 10_7_2,-.396553623111111,3.83333333333333,4,4,4,4,4,3,3,5,5,5,5,R_3IfKK8rBfjOBTlq,3,5,5,5,4.5,1280x800,3,3,3,3,3,1,12/1/2011,526,0:12:44,4.8,5,5,5,3,6,easier and faster than normal book.,no, ,4.494, ,74.531, ,74.533,4.5,5,5,5,3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",5,5,5,5,1991,1,1,1,1,1,1,1,1,1
5,5,5,5,5.83333333333333,6,5,6,6,6,6,22,4.66666666666667,5,5,4,4,5,5,5,5,5,5,5,MSIE,0,0,9, ,2,3,3,5,6,5,4, ,4.4,6,6,5,4,5,5.2,60,5,5,5,5,5,5,5,79.539,.19166666,6,6,6,6,6,3,7,7,7,7,12/1/2011,11.1.102.55,1,10,3,6,5,0,4,5,4,4,4.25,1,1,71.201.123.100,1,0,0,3,3,0,20,Windows NT 6.0,-.618775845333334,5,5,5,5,5,5,5,3,6,6,6,6,R_cUtbnmlGy55w4rq,5,5,5,5,5,1024x640,3,3,3,3,3,1,12/1/2011,530,0:11:30,4,4,4,4,4,4,IT WAS EASY TO READ BUT COULD USE MORE PICTURES,NOT REALLY, ,6.128, ,85.665, ,85.667,6,6,6,6,6,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; InfoPath.2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C),7,7,7,7,1989,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,19,1,1,1,1,1,1,1,5,5,5,5,5,MSIE,0,0,8,2, ,1,1,1,1,7,1,2,2.2,1,1,1,1,1,1,36,4,4,4,4,4,4,4,164.25,.52444446,7,7,7,7,7,3,7,7,7,7,12/2/2011,10.2.152.32,5,20,5,3,4,1,1,1,1,1,1,0,0,208.122.112.46,1,1,1,2,2,0,0,Windows NT 5.1,-2.06322028977778,1,1,1,1,1,1,1,2,4.33333333333333,5,5,3,R_5zjWQ1AgK2URaDO,4,4,4,4,4,1280x1024,1,1,1,1,1,0,12/2/2011,268,0:31:28,7,7,7,7,7,7,"Digital books are easier to use in general than print books, however not having physical pages and ereaders generally sucking is a downfall",Nope,5.406, ,169.656, ,169.656, ,6,7,3,7,7,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.2; .NET CLR 1.1.4322; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),5,5,5,5,1992,1,1,1,1,1,1,1,1,1
1.66666666666667,1,1,3,1.33333333333333,1,1,2,1,1,2,21,2.66666666666667,5,3,2,1,3,2,3.5,3,4,3,4,Firefox,0,0,8.0.1,2, ,2,2,3,1,2,4,2,2,3,5,6,3,4,4.2,22,3.5,3,4,5,4,2,3,186.554,.30027777,5,5,5,4,6,3,3,4,4,3.66666666666667,11/30/2011,10.3.183,0,20,2,1,4,1,3,5,2,2,3,0,0,75.190.228.187,1,0,0,1,1,0,1,rv:8.0.1,-1.31322028977778,3.16666666666667,3,3,4,4,2,3,1,4,4,3,5,R_8xlQFE1ZhjW8VpO,3,4,2,5,3.5,1280x800,2.75,3,5,2,1,1,11/30/2011,180,0:18:00,5,3,5,5,6,6,I would prefer to read the actual copy. my eyes hurt when i stare at an e-reader,no,2.226, ,188.772, ,188.78, ,4.75,5,6,5,3,Mozilla/5.0 (Windows NT 6.0; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,5.66666666666667,6,6,5,1990,1,1,1,1,1,1,1,1,1
4,4,4,4,5.5,6,5,6,6,5,5,23,4.5,5,5,4,4,5,4,5,5,5,5,5,MSIE,0,0,9,2, ,5,5,5,4,5,5,2,4.8,4,6,6,4,5,5,6,3.83333333333333,4,4,5,3,4,3,227.51,.3363889,4.75,5,5,4,5,3,7,7,7,7,11/28/2011,11.0.1.152,1,6,1,2,4,1,4,6,3,4,4.25,0,0,71.192.69.35,1,1,1,1,1,0,3,Windows NT 6.0,-.590998067555556,5,5,5,5,6,4,5,1,4.66666666666667,5,5,4,R_0uoyxgFEmWwpmxm,5,5,5,5,5,1280x800,3,3,3,3,3,1,11/28/2011,70,0:20:11,4,4,3,4,5,4,it was entertaining. i learned that sydne is a up with the times like new york and like citys, ,5.643, ,233.15, ,233.153, ,4.5,5,4,5,4,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; BRI/2; .NET4.0C),6,6,6,6,1988,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,1,1,1,Firefox,0,0,8, ,3,1,1,7,1,7,1, ,3.4,1,1,7,1,1,2.2,43,1,1,1,1,1,1,1,1805.551,.8347222,1,1,1,1,1,4,1,1,1,1,11/28/2011,10.0.45,3,35,15,6,1,0,1,1,1,1,1,0,0,144.126.118.43,1,0,0,1,1,0,15,WOW64,-4.06322028977778,1,1,1,1,1,1,1,1,1,1,1,1,R_eUN1HZpfYzGPPgg,1,1,1,1,1,1600x900,1,1,1,1,1,0,11/28/2011,336,0:50:05,2.2,1,1,1,1,7,POTATO,NO, ,3.267, ,1808.813, ,1808.818,1,1,1,1,1,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,1,1,1,1,1989,1,1,1,1,1,1,1,1,1
3.66666666666667,4,4,3,4.66666666666667,5,4,5,5,5,4,19,4,4,4,4,4,4,4,5,5,5,5,5,Safari,1,0,5.0.2,2, ,4,4,3,5,3,5,2,3.8,5,4,5,4,4,4.4,15,4.5,5,3,4,5,5,5,23.337,.23444444,5,5,5,5,5,3,5,5,5,5,12/2/2011,10.3.181,.5,6,1,2,5,1,7,7,4,4,5.5,1,1,50.46.115.41,1,0,0,3,3,0,3,Intel Mac OS X 10_6_4,-1.00766473422222,4.16666666666667,4,5,4,5,4,3,3,5,5,5,5,R_etZ3Fevt5rV7wb2,5,4,4,4,4.25,1280x800,2.5,3,3,3,1,1,12/2/2011,275,0:14:04,3.4,3,3,3,4,4,It was ok. It was nothing special.,no,17.041, ,40.3739999999999, ,40.378, ,4.5,5,4,4,5,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-us) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",3.66666666666667,5,3,3,1992,1,2,1,1,1,2,1,1,1
